time,ensemble_survival,MTE,RPD,surface,penalty,sim_mode,W2,MMD
1.0,0.8050000071525574,0.6760382326493352,0.35314351471456745,paraboloid,T+K,learned_latent,1.4795427361921913,0.16758258640766144
2.0,0.5249999761581421,,,paraboloid,T+K,learned_latent,2.4873171775764313,0.21206870675086975
3.0,0.32999998331069946,,,paraboloid,T+K,learned_latent,2.4025873582226347,0.23363709449768066
4.0,0.22499999403953552,,,paraboloid,T+K,learned_latent,1.7221911382623283,0.11796464771032333
5.0,0.1599999964237213,,,paraboloid,T+K,learned_latent,1.2488433933309093,0.1626940369606018
0.1,1.0,0.1862932014465332,0.2369928820998771,paraboloid,T+K,learned_ambient,,
0.2,0.9799999594688416,0.3532194020796795,0.31078460197390784,paraboloid,T+K,learned_ambient,,
0.5,0.9149999618530273,0.4867909749348958,0.32801816279103635,paraboloid,T+K,learned_ambient,,
1.0,0.8050000071525574,0.7627735967221467,0.39845164943156985,paraboloid,T+K,learned_ambient,1.998821426024595,0.06878529489040375
2.0,0.5249999761581421,,,paraboloid,T+K,learned_ambient,4.22948442385084,0.2124093621969223
3.0,0.32999998331069946,,,paraboloid,T+K,learned_ambient,13.809882991868589,0.3500031530857086
4.0,0.22499999403953552,,,paraboloid,T+K,learned_ambient,19.260175519100024,0.45073291659355164
5.0,0.1599999964237213,,,paraboloid,T+K,learned_ambient,24.27437004574439,0.5105570554733276
0.1,1.0,0.145570707321167,0.18518776428490574,paraboloid,T+F,learned_latent,,
0.2,0.9799999594688416,0.31187018569634883,0.2744029658577594,paraboloid,T+F,learned_latent,,
0.5,0.9149999618530273,0.30934918513063525,0.20845117636173555,paraboloid,T+F,learned_latent,,
1.0,0.8050000071525574,0.4989570949388587,0.26064126803591064,paraboloid,T+F,learned_latent,1.2547571947074694,0.11291761696338654
2.0,0.5249999761581421,,,paraboloid,T+F,learned_latent,2.194647347814879,0.14792464673519135
3.0,0.32999998331069946,,,paraboloid,T+F,learned_latent,2.1281583417309586,0.17124685645103455
4.0,0.22499999403953552,,,paraboloid,T+F,learned_latent,1.5229866308615438,0.07704638689756393
5.0,0.1599999964237213,,,paraboloid,T+F,learned_latent,0.9801237724582597,0.1093575581908226
0.1,1.0,0.1715097999572754,0.2181861790158445,paraboloid,T+F,learned_ambient,,
0.2,0.9799999594688416,0.3283241427674585,0.2888801901244124,paraboloid,T+F,learned_ambient,,
0.5,0.9149999618530273,0.42288424799351093,0.2849553940860392,paraboloid,T+F,learned_ambient,,
1.0,0.8050000071525574,0.663771919582201,0.34673593493591925,paraboloid,T+F,learned_ambient,2.147356068992404,0.04419417306780815
2.0,0.5249999761581421,,,paraboloid,T+F,learned_ambient,1.834428803746693,0.10561671108007431
3.0,0.32999998331069946,,,paraboloid,T+F,learned_ambient,2.8603636859095993,0.11766362935304642
4.0,0.22499999403953552,,,paraboloid,T+F,learned_ambient,8.730262127595257,0.19893701374530792
5.0,0.1599999964237213,,,paraboloid,T+F,learned_ambient,11.576781640716453,0.20647947490215302
0.1,1.0,0.15218113899230956,0.19359722443430366,paraboloid,T+F+K,learned_latent,,
0.2,0.9799999594688416,0.3229436679762237,0.28414611066394335,paraboloid,T+F+K,learned_latent,,
0.5,0.9149999618530273,0.325211280030631,0.21913965559619453,paraboloid,T+F+K,learned_latent,,
1.0,0.8050000071525574,0.5248522077287946,0.2741681526156937,paraboloid,T+F+K,learned_latent,1.2994974500724048,0.12238485366106033
2.0,0.5249999761581421,,,paraboloid,T+F+K,learned_latent,2.264067907824297,0.1608358770608902
3.0,0.32999998331069946,,,paraboloid,T+F+K,learned_latent,2.1792186167465957,0.18242190778255463
4.0,0.22499999403953552,,,paraboloid,T+F+K,learned_latent,1.565188575384288,0.08272441476583481
5.0,0.1599999964237213,,,paraboloid,T+F+K,learned_latent,1.0430766079014206,0.11970909684896469
0.1,1.0,0.1615452003479004,0.20550971437805762,paraboloid,T+F+K,learned_ambient,,
0.2,0.9799999594688416,0.30477309713558276,0.26815850184886075,paraboloid,T+F+K,learned_ambient,,
0.5,0.9149999618530273,0.44080331937862877,0.2970299418433264,paraboloid,T+F+K,learned_ambient,,
1.0,0.8050000071525574,0.670291118740295,0.35014138272367434,paraboloid,T+F+K,learned_ambient,1.5144306820553208,0.06141677498817444
2.0,0.5249999761581421,,,paraboloid,T+F+K,learned_ambient,3.90218550601423,0.1869916468858719
3.0,0.32999998331069946,,,paraboloid,T+F+K,learned_ambient,7.78436851549405,0.27909234166145325
4.0,0.22499999403953552,,,paraboloid,T+F+K,learned_ambient,14.812186012914822,0.3882913887500763
5.0,0.1599999964237213,,,paraboloid,T+F+K,learned_ambient,19.124380065856684,0.44857344031333923
0.1,1.0,0.18500572204589844,0.24713362080825702,hyperbolic_paraboloid,baseline,learned_latent,,
0.2,0.9799999594688416,0.30475596992336973,0.2931848809535222,hyperbolic_paraboloid,baseline,learned_latent,,
0.5,0.9149999618530273,0.37863922119140625,0.26656874404865877,hyperbolic_paraboloid,baseline,learned_latent,,
1.0,0.8050000071525574,0.6118707597625922,0.3285241671439698,hyperbolic_paraboloid,baseline,learned_latent,1.3503385288119287,0.14504089951515198
2.0,0.5249999761581421,,,hyperbolic_paraboloid,baseline,learned_latent,1.3090730259221852,0.1782453954219818
